customer_id,gender,age,city,region,signup_date,preferred_device,loyalty_tier,email_opt_in,income_band,total_leads,converted_leads,avg_lead_score,total_acquisition_cost,total_sessions,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,avg_engagement_score,total_orders,total_revenue,total_units,total_returned,last_order_date,LCR,CPA,AOV,return_rate,CLV_proxy,recency_days,RFM_Tier,Segment,Segment_Name
C100306,female,41.0,Ibadan,south west,2024-02-10,desktop,gold,True,Upper-Middle,4.0,4.0,52.0,71.53,6,4.666666666666667,224.0,2,2,1.6333333333333335,1.0,27.62,2.0,0.0,2025-10-12,1.0,17.8825,27.62,0.0,27.62,80.0,Average,2,Dormant / At Risk
C100307,female,38.0,Jos,north central,2024-12-04,mobile,bronze,True,Lower-Middle,2.0,1.0,71.5,37.34,6,4.0,254.16666666666663,1,1,0.7333333333333334,1.0,56.56,3.0,0.0,2024-08-28,0.5,37.34,56.56,0.0,56.56,490.0,Average,2,Dormant / At Risk
C100308,female,18.0,Enugu,south east,2025-01-20,mobile,silver,True,Upper-Middle,2.0,1.0,50.5,36.010000000000005,14,4.857142857142857,213.42857142857144,2,2,0.7714285714285715,1.0,78.87,4.0,0.0,2025-08-04,0.5,36.010000000000005,78.87,0.0,78.87,149.0,Average,0,Engaged Browsers
C100309,female,28.0,Benin City,south south,2025-08-03,mobile,bronze,False,Middle,1.0,0.0,32.0,10.58,8,5.0,209.375,1,1,0.75,1.0,50.36,3.0,0.0,2025-08-23,0.0,,50.36,0.0,50.36,130.0,Average,2,Dormant / At Risk
C100310,male,43.0,Port Harcourt,south south,2025-01-16,desktop,bronze,True,Upper-Middle,3.0,1.0,46.666666666666664,36.34,9,6.333333333333333,179.0,1,0,0.6333333333333333,0.0,0.0,0.0,0.0,,0.3333333333333333,36.34,,,0.0,,No Orders,2,Dormant / At Risk
C100311,female,22.0,Enugu,south east,2025-04-07,mobile,bronze,False,Lower-Middle,3.0,0.0,13.0,39.37,9,5.444444444444445,220.55555555555551,5,3,2.4333333333333336,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100312,female,44.0,Enugu,south east,2024-10-09,mobile,silver,True,Low,5.0,2.0,29.6,74.29,10,6.2,228.1,1,1,0.92,0.0,0.0,0.0,0.0,,0.4,37.145,,,0.0,,No Orders,2,Dormant / At Risk
C100313,male,32.0,Enugu,south east,2025-09-17,desktop,gold,False,Middle,1.0,0.0,47.0,4.24,14,5.428571428571429,235.8571428571429,3,1,0.8285714285714285,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100314,female,41.0,Kano,north west,2025-04-20,mobile,silver,True,Middle,2.0,1.0,28.5,25.950000000000003,9,4.666666666666667,267.0,4,3,1.6888888888888889,0.0,0.0,0.0,0.0,,0.5,25.950000000000003,,,0.0,,No Orders,0,Engaged Browsers
C100315,male,29.0,Lagos,south west,2026-02-14,mobile,bronze,True,Upper-Middle,1.0,0.0,48.0,13.32,9,6.888888888888889,233.66666666666663,5,1,2.1333333333333333,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100316,male,22.0,Abuja,north central,2024-12-26,mobile,silver,True,Middle,2.0,1.0,31.0,23.5,6,7.333333333333333,242.83333333333337,4,2,2.9,1.0,19.91,1.0,0.0,2025-05-05,0.5,23.5,19.91,0.0,19.91,240.0,Average,2,Dormant / At Risk
C100317,male,24.0,Ibadan,south west,2025-01-31,mobile,gold,False,Upper-Middle,1.0,1.0,51.0,2.6,10,5.888888888888889,208.8,4,1,1.4300000000000002,1.0,19.12,1.0,0.0,2025-02-27,1.0,2.6,19.12,0.0,19.12,307.0,Average,0,Engaged Browsers
C100318,male,46.0,Ibadan,south west,2025-08-12,mobile,bronze,False,Middle,1.0,1.0,8.0,4.43,12,6.083333333333333,267.5,6,3,2.1083333333333334,0.0,0.0,0.0,0.0,,1.0,4.43,,,0.0,,No Orders,0,Engaged Browsers
C100319,female,30.0,Enugu,north cntrl,2025-02-24,desktop,bronze,True,Upper-Middle,2.0,1.0,53.0,23.27,11,5.363636363636363,189.0,3,1,0.8999999999999999,1.0,50.45,4.0,0.0,2025-12-25,0.5,23.27,50.45,0.0,50.45,6.0,Average,0,Engaged Browsers
C100320,male,22.0,Abuja,north central,2025-06-24,mobile,bronze,False,Upper-Middle,3.0,1.0,19.0,30.43,5,6.8,238.4,2,1,2.08,0.0,0.0,0.0,0.0,,0.3333333333333333,30.43,,,0.0,,No Orders,2,Dormant / At Risk
C100321,female,40.0,Kano,n central,2024-06-08,desktop,gold,True,Lower-Middle,3.0,3.0,55.666666666666664,40.8,2,6.0,304.5,2,1,4.1,2.0,44.43,3.0,0.0,2025-02-07,1.0,13.6,22.215,0.0,44.43,327.0,At Risk,2,Dormant / At Risk
C100322,male,19.0,Port Harcourt,south south,2024-01-31,mobile,bronze,True,High,2.0,1.0,65.5,37.870000000000005,6,5.0,247.66666666666663,2,1,1.3333333333333333,5.0,347.72,11.0,2.0,2025-01-16,0.5,37.870000000000005,69.54400000000001,0.4,347.72,349.0,At Risk,1,Core Buyers
C100323,female,31.0,Kaduna,north west,2024-12-31,mobile,bronze,True,Low,1.0,0.0,17.0,24.25,9,5.777777777777778,209.11111111111111,5,2,2.1333333333333333,1.0,11.95,1.0,0.0,2025-01-04,0.0,,11.95,0.0,11.95,361.0,Average,0,Engaged Browsers
C100324,female,36.0,Lagos,south west,2025-11-15,desktop,bronze,True,Middle,0.0,0.0,,0.0,12,5.333333333333333,201.58333333333337,7,3,2.1999999999999997,0.0,0.0,0.0,0.0,,,,,,0.0,,No Orders,0,Engaged Browsers
C100325,male,35.0,Ibadan,south west,2024-06-03,desktop,bronze,False,High,2.0,0.0,65.5,25.6,1,1.0,8.0,0,0,-0.9,1.0,26.13,1.0,0.0,2025-12-17,0.0,,26.13,0.0,26.13,14.0,Average,2,Dormant / At Risk
C100326,female,36.0,Lagos,south west,2025-04-14,mobile,bronze,False,Upper-Middle,5.0,1.0,46.2,58.86,3,4.666666666666667,287.6666666666667,2,1,2.466666666666667,1.0,36.34,2.0,0.0,2025-10-18,0.2,58.86,36.34,0.0,36.34,74.0,Average,2,Dormant / At Risk
C100327,female,32.0,Lagos,south west,2025-01-07,desktop,bronze,False,Middle,0.0,0.0,,0.0,5,5.75,200.6,2,1,1.46,0.0,0.0,0.0,0.0,,,,,,0.0,,No Orders,2,Dormant / At Risk
C100328,male,18.0,Jos,north central,2024-10-19,mobile,gold,True,Low,0.0,0.0,,0.0,4,5.25,227.25,3,2,3.025,1.0,32.46,2.0,0.0,2025-11-25,,,32.46,0.0,32.46,36.0,Average,2,Dormant / At Risk
C100329,female,35.0,Abuja,north central,2025-09-23,mobile,bronze,False,Lower-Middle,1.0,0.0,15.0,20.99,15,6.333333333333333,667.2,4,0,0.9666666666666668,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100330,male,32.0,Jos,north central,2025-01-27,mobile,silver,True,Lower-Middle,3.0,1.0,20.666666666666668,7.13,10,5.8,293.4,5,3,2.38,0.0,0.0,0.0,0.0,,0.3333333333333333,7.13,,,0.0,,No Orders,0,Engaged Browsers
C100331,male,31.0,Ibadan,south west,2025-01-28,mobile,platinum,True,Middle,2.0,1.0,53.0,26.51,12,5.083333333333333,177.0,4,1,1.2583333333333333,3.0,74.5,7.0,0.0,2025-09-29,0.5,26.51,24.833333333333332,0.0,74.5,93.0,Champions,1,Core Buyers
C100332,female,37.0,Lagos,south west,2025-08-25,mobile,bronze,True,Middle,3.0,0.0,39.666666666666664,45.870000000000005,5,4.8,188.4,1,0,0.2800000000000001,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100333,female,40.0,Kaduna,north west,2024-12-03,tablet,bronze,False,Low,1.0,0.0,21.0,8.91,5,4.2,199.0,2,1,1.42,1.0,58.54,3.0,0.0,2025-05-26,0.0,,58.54,0.0,58.54,219.0,Average,2,Dormant / At Risk
C100334,female,35.0,Lagos,south west,2024-09-18,mobile,gold,True,Middle,3.0,1.0,59.666666666666664,36.44,5,5.0,209.6,2,2,2.3,1.0,67.94,3.0,0.0,2025-04-22,0.3333333333333333,36.44,67.94,0.0,67.94,253.0,Average,2,Dormant / At Risk
C100335,female,46.0,Enugu,south east,2025-03-10,desktop,gold,True,High,3.0,2.0,54.333333333333336,31.62,7,5.571428571428571,226.8571428571429,1,1,1.1285714285714286,0.0,0.0,0.0,0.0,,0.6666666666666666,15.81,,,0.0,,No Orders,2,Dormant / At Risk
C100336,female,52.0,Lagos,south west,2025-05-27,mobile,gold,False,Lower-Middle,0.0,0.0,,0.0,4,6.75,142.25,1,0,0.925,1.0,21.82,1.0,0.0,2025-06-22,,,21.82,0.0,21.82,192.0,Average,2,Dormant / At Risk
C100337,male,35.0,Kano,north west,2025-03-22,mobile,platinum,False,Upper-Middle,2.0,2.0,38.0,36.56,4,4.5,237.75,1,1,1.7,0.0,0.0,0.0,0.0,,1.0,18.28,,,0.0,,No Orders,2,Dormant / At Risk
C100338,female,29.0,Lagos,south west,2024-05-15,tablet,silver,True,Lower-Middle,1.0,0.0,55.0,14.85,7,6.571428571428571,217.1428571428571,3,3,2.6571428571428575,1.0,89.48,4.0,0.0,2025-11-04,0.0,,89.48,0.0,89.48,57.0,Average,0,Engaged Browsers
C100339,female,21.0,Port Harcourt,south south,2024-06-08,mobile,bronze,False,Lower-Middle,4.0,1.0,20.25,42.3,9,5.888888888888889,249.0,5,3,2.477777777777778,0.0,0.0,0.0,0.0,,0.25,42.3,,,0.0,,No Orders,0,Engaged Browsers
C100340,male,38.0,Calabar,south south,2024-04-08,mobile,bronze,False,Middle,2.0,1.0,29.5,31.840000000000003,14,5.857142857142857,195.1428571428571,5,2,1.5857142857142856,1.0,83.32,3.0,0.0,2025-10-04,0.5,31.840000000000003,83.32,0.0,83.32,88.0,Average,0,Engaged Browsers
C100341,male,18.0,Ibadan,south west,2024-11-23,mobile,silver,True,Lower-Middle,2.0,0.0,26.5,19.47,12,4.909090909090909,220.27272727272728,4,4,1.6166666666666665,1.0,30.76,3.0,1.0,2025-06-25,0.0,,30.76,1.0,30.76,189.0,Average,0,Engaged Browsers
C100342,female,48.0,Kano,north west,2025-08-29,mobile,bronze,False,Middle,4.0,0.0,17.75,60.239999999999995,8,5.875,225.75,2,1,0.9625,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100343,male,41.0,Kaduna,north west,2025-05-28,mobile,gold,False,Upper-Middle,3.0,1.0,56.0,23.82,8,5.75,165.0,4,1,1.575,0.0,0.0,0.0,0.0,,0.3333333333333333,23.82,,,0.0,,No Orders,2,Dormant / At Risk
C100344,male,28.0,Lagos,south west,2025-01-05,mobile,silver,False,Upper-Middle,1.0,1.0,56.0,10.6,5,7.2,286.6,3,1,2.52,0.0,0.0,0.0,0.0,,1.0,10.6,,,0.0,,No Orders,2,Dormant / At Risk
C100345,female,39.0,Enugu,south east,2025-08-31,mobile,platinum,True,Low,1.0,1.0,34.0,8.36,9,4.444444444444445,202.77777777777777,2,2,1.3333333333333333,2.0,131.4,6.0,0.0,2025-12-21,1.0,8.36,65.7,0.0,131.4,10.0,Champions,1,Core Buyers
C100346,female,25.0,Jos,north central,2025-09-18,mobile,silver,True,Low,2.0,0.0,27.0,36.93,6,5.333333333333333,277.0,4,2,2.6999999999999997,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100347,female,23.0,Lagos,south west,2024-12-09,mobile,silver,True,Middle,4.0,3.0,33.0,30.65,8,6.25,142.625,3,2,1.625,4.0,233.18,13.0,1.0,2025-11-08,0.75,10.216666666666669,58.295,0.25,233.18,53.0,Champions,1,Core Buyers
C100348,female,39.0,Benin City,south south,2024-09-04,tablet,silver,True,Middle,6.0,2.0,36.666666666666664,99.72,7,7.857142857142857,151.28571428571428,3,1,2.0714285714285716,3.0,160.4,8.0,0.0,2025-09-19,0.3333333333333333,49.86,53.46666666666667,0.0,160.4,103.0,Average,1,Core Buyers
C100349,male,23.0,Abuja,north central,2024-10-30,mobile,bronze,True,Lower-Middle,2.0,0.0,28.5,29.909999999999997,8,7.125,194.375,4,3,2.7125,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100350,male,35.0,Kaduna,north west,2024-09-08,tablet,silver,True,Middle,4.0,1.0,25.5,46.78,9,5.888888888888889,235.0,3,1,1.2555555555555555,1.0,43.52,2.0,0.0,2025-01-01,0.25,46.78,43.52,0.0,43.52,364.0,Average,2,Dormant / At Risk
C100351,male,31.0,Lagos,south west,2024-05-12,mobile,silver,True,High,1.0,1.0,47.0,1.0,6,5.166666666666667,251.0,1,1,1.0166666666666668,3.0,273.14,12.0,1.0,2025-07-26,1.0,1.0,91.04666666666668,0.3333333333333333,273.14,158.0,Average,1,Core Buyers
C100352,female,47.0,Ibadan,south west,2025-12-14,mobile,silver,True,High,2.0,0.0,38.5,37.33,6,5.833333333333333,229.5,3,0,1.4166666666666667,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100353,female,35.0,Kaduna,north west,2025-02-21,desktop,gold,False,Low,4.0,0.0,28.5,37.83,7,4.857142857142857,208.8571428571429,2,1,1.342857142857143,1.0,16.25,1.0,0.0,2025-04-14,0.0,,16.25,0.0,16.25,261.0,Average,2,Dormant / At Risk
C100354,male,47.0,Kaduna,north west,2024-06-02,mobile,silver,True,Upper-Middle,1.0,0.0,10.0,3.0,8,6.25,233.125,2,2,1.75,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100355,female,40.0,Lagos,south west,2024-09-10,mobile,platinum,True,Lower-Middle,1.0,1.0,63.0,18.39,2,8.5,281.5,1,1,3.3499999999999996,3.0,152.9,8.0,0.0,2025-07-25,1.0,18.39,50.96666666666667,0.0,152.9,159.0,Average,1,Core Buyers
C100356,female,26.0,Enugu,south east,2024-04-13,mobile,gold,True,Middle,3.0,0.0,38.333333333333336,33.45,6,4.5,284.6666666666667,2,1,1.2833333333333334,2.0,56.84,8.0,0.0,2025-01-10,0.0,,28.42,0.0,56.84,355.0,At Risk,1,Core Buyers
C100357,non-binary,22.0,Abuja,north central,2024-09-04,tablet,gold,True,High,1.0,1.0,60.0,21.28,8,4.375,197.375,4,2,2.0625,5.0,452.08,22.0,1.0,2025-06-02,1.0,21.28,90.416,0.2,452.08,212.0,At Risk,1,Core Buyers
C100358,female,18.0,Enugu,south-west,2025-01-09,mobile,gold,False,Middle,0.0,0.0,,0.0,13,5.0,257.61538461538464,2,0,0.6538461538461539,0.0,0.0,0.0,0.0,,,,,,0.0,,No Orders,2,Dormant / At Risk
C100359,female,33.0,Ibadan,south west,2025-02-28,desktop,bronze,True,High,3.0,1.0,48.0,46.24,10,4.6,208.4,2,0,0.4600000000000001,0.0,0.0,0.0,0.0,,0.3333333333333333,46.24,,,0.0,,No Orders,2,Dormant / At Risk
C100360,female,18.0,Lagos,south west,2024-04-19,desktop,bronze,False,Lower-Middle,2.0,2.0,22.5,28.83,5,4.2,212.0,2,1,1.6200000000000003,3.0,111.13,7.0,0.0,2025-05-06,1.0,14.415,37.04333333333333,0.0,111.13,239.0,At Risk,1,Core Buyers
C100361,male,25.0,Kaduna,north west,2024-07-10,desktop,bronze,True,Low,1.0,0.0,23.0,16.29,4,4.0,412.25,2,2,2.6500000000000004,1.0,24.61,3.0,0.0,2025-07-05,0.0,,24.61,0.0,24.61,179.0,Average,2,Dormant / At Risk
C100362,female,18.0,Enugu,south east,2025-02-06,mobile,gold,True,Lower-Middle,3.0,1.0,40.333333333333336,16.62,3,5.333333333333333,178.33333333333334,0,0,0.5333333333333333,2.0,170.48000000000002,11.0,0.0,2025-12-30,0.3333333333333333,16.62,85.24000000000001,0.0,170.48000000000002,1.0,Champions,2,Dormant / At Risk
C100363,male,27.0,Kano,north west,2025-08-24,mobile,silver,True,Lower-Middle,1.0,0.0,24.0,27.58,10,4.5,232.8,2,1,0.75,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100364,female,39.0,Calabar,south south,2024-05-26,mobile,silver,False,Lower-Middle,4.0,2.0,29.5,54.03,5,3.8,289.6,2,2,1.98,1.0,9.1,2.0,0.0,2025-05-22,0.5,27.015,9.1,0.0,9.1,223.0,Average,2,Dormant / At Risk
C100365,female,25.0,Abuja,north central,2025-08-11,tablet,silver,True,Low,1.0,1.0,33.0,10.92,4,4.0,155.5,1,1,1.4,0.0,0.0,0.0,0.0,,1.0,10.92,,,0.0,,No Orders,2,Dormant / At Risk
C100366,male,28.0,Abuja,north central,2024-11-02,tablet,platinum,True,Upper-Middle,2.0,2.0,73.0,33.5,9,4.333333333333333,185.44444444444449,4,1,1.4333333333333331,5.0,168.25,10.0,2.0,2024-11-21,1.0,16.75,33.65,0.4,168.25,405.0,At Risk,1,Core Buyers
C100367,female,28.0,Lagos,south west,2025-01-22,mobile,bronze,True,Low,2.0,0.0,18.0,30.96,8,5.375,207.625,3,3,2.1625,1.0,45.31,4.0,0.0,2025-01-31,0.0,,45.31,0.0,45.31,334.0,Average,0,Engaged Browsers
C100368,female,35.0,Ibadan,south west,2024-09-02,mobile,bronze,True,Middle,3.0,1.0,27.666666666666668,49.7,12,4.416666666666667,170.83333333333334,3,2,1.1083333333333334,1.0,51.71,4.0,0.0,2025-01-01,0.3333333333333333,49.7,51.71,0.0,51.71,364.0,Average,0,Engaged Browsers
C100369,male,19.0,P/Harcourt,south south,2024-09-29,desktop,bronze,True,Lower-Middle,3.0,2.0,38.333333333333336,36.65,17,5.125,194.64705882352945,7,2,1.3058823529411765,0.0,0.0,0.0,0.0,,0.6666666666666666,18.325,,,0.0,,No Orders,0,Engaged Browsers
C100370,male,33.0,Port Harcourt,south south,2024-05-26,mobile,silver,True,Upper-Middle,6.0,2.0,43.833333333333336,90.63,11,4.636363636363637,304.9,3,1,0.8272727272727273,2.0,89.68,6.0,0.0,2025-03-12,0.3333333333333333,45.315,44.84,0.0,89.68,294.0,At Risk,1,Core Buyers
C100371,female,32.0,Ibadan,south west,2025-06-03,mobile,silver,True,Middle,7.0,4.0,46.142857142857146,87.39,4,5.0,138.0,3,2,3.25,1.0,110.28,5.0,0.0,2025-09-12,0.5714285714285714,21.8475,110.28,0.0,110.28,110.0,Average,2,Dormant / At Risk
C100372,male,23.0,Abuja,north central,2025-10-27,tablet,bronze,True,Middle,3.0,0.0,35.666666666666664,22.14,9,5.333333333333333,183.77777777777777,2,1,0.8666666666666667,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100373,male,24.0,Lagos,south west,2025-07-24,mobile,silver,False,Upper-Middle,4.0,3.0,31.5,39.1,8,3.25,227.875,1,0,0.2,0.0,0.0,0.0,0.0,,0.75,13.033333333333331,,,0.0,,No Orders,2,Dormant / At Risk
C100374,female,43.0,Ibadan,south west,2024-05-16,mobile,bronze,True,Upper-Middle,0.0,0.0,,0.0,5,6.2,153.0,2,1,1.82,3.0,109.57,8.0,1.0,2025-11-05,,,36.52333333333333,0.3333333333333333,109.57,56.0,Champions,1,Core Buyers
C100375,female,39.0,Abuja,north central,2024-05-14,mobile,silver,False,Middle,2.0,0.0,49.5,34.22,4,6.5,156.0,2,2,2.9000000000000004,3.0,116.34,8.0,0.0,2025-02-12,0.0,,38.78,0.0,116.34,322.0,At Risk,1,Core Buyers
C100376,non-binary,36.0,Ibadan,south west,2024-01-31,desktop,silver,True,Middle,2.0,0.0,41.0,35.42,8,5.875,172.0,2,1,1.2125,1.0,54.49,3.0,0.0,2024-05-28,0.0,,54.49,0.0,54.49,582.0,Average,2,Dormant / At Risk
C100377,male,25.0,Jos,north central,2024-03-29,mobile,silver,False,Upper-Middle,2.0,1.0,26.0,29.03,6,4.833333333333333,220.66666666666663,0,0,-0.1833333333333333,1.0,32.07,4.0,0.0,2024-09-17,0.5,29.03,32.07,0.0,32.07,470.0,Average,2,Dormant / At Risk
C100378,male,29.0,Lagos,south west,2024-02-18,mobile,gold,True,Middle,3.0,2.0,65.0,56.04,8,5.0,215.5,5,3,2.375,5.0,246.2,12.0,0.0,2025-06-13,0.6666666666666666,28.02,49.239999999999995,0.0,246.2,201.0,At Risk,1,Core Buyers
C100379,non-binary,21.0,Kano,s/south,2024-09-12,mobile,silver,True,Low,2.0,1.0,37.0,34.08,6,5.166666666666667,210.0,1,1,1.35,1.0,62.37,3.0,0.0,2025-12-24,0.5,34.08,62.37,0.0,62.37,7.0,Average,2,Dormant / At Risk
C100380,female,18.0,Kano,north west,2024-05-20,desktop,bronze,True,Lower-Middle,0.0,0.0,,0.0,11,5.181818181818182,255.0909090909091,4,2,1.6090909090909091,1.0,50.94,3.0,0.0,2025-06-05,,,50.94,0.0,50.94,209.0,Average,0,Engaged Browsers
C100381,female,28.0,Abuja,north central,2025-09-28,mobile,silver,True,Middle,4.0,1.0,48.5,44.26,2,3.5,365.5,1,0,0.85,0.0,0.0,0.0,0.0,,0.25,44.26,,,0.0,,No Orders,2,Dormant / At Risk
C100382,male,27.0,Ibadan,south west,2025-03-22,mobile,bronze,True,Upper-Middle,1.0,1.0,41.0,10.77,5,5.0,206.8,1,1,1.1,2.0,22.6,3.0,0.0,2025-09-08,1.0,10.77,11.3,0.0,22.6,114.0,Average,2,Dormant / At Risk
C100383,male,21.0,Calabar,south south,2024-03-17,mobile,silver,True,Lower-Middle,2.0,1.0,37.5,29.71,8,5.5,270.375,0,0,0.3,2.0,75.77000000000001,5.0,0.0,2025-12-11,0.5,29.71,37.885000000000005,0.0,75.77000000000001,20.0,Champions,2,Dormant / At Risk
C100384,female,21.0,Port Harcourt,south south,2024-01-04,desktop,bronze,False,Upper-Middle,2.0,1.0,26.5,21.65,10,5.3,173.0,5,3,2.33,2.0,118.28,7.0,0.0,2024-10-30,0.5,21.65,59.14,0.0,118.28,427.0,At Risk,0,Engaged Browsers
C100385,male,36.0,Kano,north west,2025-07-09,tablet,bronze,True,Upper-Middle,3.0,1.0,22.0,47.66,6,5.333333333333333,229.16666666666663,2,1,1.3666666666666665,0.0,0.0,0.0,0.0,,0.3333333333333333,47.66,,,0.0,,No Orders,2,Dormant / At Risk
C100386,male,28.0,Enugu,south east,2024-06-28,mobile,gold,False,Low,2.0,0.0,26.0,24.130000000000003,6,6.166666666666667,170.5,3,0,1.6166666666666665,2.0,66.22,7.0,1.0,2025-06-22,0.0,,33.11,0.5,66.22,192.0,At Risk,1,Core Buyers
C100387,male,18.0,Port Harcourt,south south,2025-04-10,mobile,silver,False,Upper-Middle,2.0,0.0,33.0,32.44,13,6.3076923076923075,252.84615384615384,5,1,1.4769230769230768,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100388,male,51.0,Calabar,south south,2025-10-30,mobile,gold,True,Middle,3.0,3.0,50.666666666666664,35.42,7,5.571428571428571,247.8571428571429,4,2,2.2714285714285714,0.0,0.0,0.0,0.0,,1.0,11.806666666666668,,,0.0,,No Orders,0,Engaged Browsers
C100389,male,18.0,Kano,north west,2024-12-06,mobile,silver,True,Middle,1.0,0.0,33.0,19.09,9,6.777777777777778,219.75,5,2,2.4555555555555557,2.0,106.55,4.0,0.0,2025-08-02,0.0,,53.275,0.0,106.55,151.0,Average,0,Engaged Browsers
C100390,male,34.0,Ibadan,south west,2025-02-20,desktop,platinum,False,Middle,2.0,1.0,47.5,25.909999999999997,7,5.714285714285714,211.8571428571429,4,1,2.0,3.0,92.34,9.0,0.0,2025-12-14,0.5,25.909999999999997,30.78,0.0,92.34,17.0,Champions,1,Core Buyers
C100391,male,23.0,Kano,north west,2024-04-12,desktop,silver,True,Middle,2.0,1.0,27.5,20.78,10,5.2,202.5,4,0,1.02,2.0,186.05,9.0,1.0,2025-11-12,0.5,20.78,93.025,0.5,186.05,49.0,Champions,1,Core Buyers
C100392,female,38.0,Port Harcourt,south south,2024-01-10,desktop,gold,True,Upper-Middle,2.0,0.0,64.0,38.32,8,5.25,183.625,4,4,2.65,4.0,220.76,13.0,1.0,2025-12-16,0.0,,55.19,0.25,220.76,15.0,Champions,1,Core Buyers
C100393,female,33.0,Kano,north west,2025-05-30,mobile,gold,True,Lower-Middle,5.0,1.0,25.8,77.6,9,5.444444444444445,224.88888888888889,3,1,1.2111111111111112,0.0,0.0,0.0,0.0,,0.2,77.6,,,0.0,,No Orders,2,Dormant / At Risk
C100394,female,41.0,Abuja,north central,2025-04-23,mobile,bronze,True,Lower-Middle,1.0,0.0,13.0,9.53,11,5.0,144.36363636363637,1,1,0.5,1.0,47.09,2.0,0.0,2025-07-28,0.0,,47.09,0.0,47.09,156.0,Average,2,Dormant / At Risk
C100395,male,32.0,Jos,north central,2024-02-28,mobile,gold,False,Lower-Middle,1.0,1.0,29.0,26.9,10,5.2,242.7,6,3,2.5200000000000005,1.0,91.82,4.0,0.0,2025-10-30,1.0,26.9,91.82,0.0,91.82,62.0,Average,0,Engaged Browsers
C100396,female,26.0,Benin City,south south,2025-03-26,mobile,bronze,True,Middle,1.0,0.0,25.0,7.98,12,6.5,175.83333333333334,5,1,1.3166666666666669,1.0,39.14,2.0,0.0,2025-11-05,0.0,,39.14,0.0,39.14,56.0,Average,0,Engaged Browsers
C100397,prefer not say,45.0,Abuja,north central,2024-11-28,mobile,bronze,True,High,2.0,1.0,47.5,38.88,11,5.909090909090909,253.8181818181818,5,2,1.8636363636363635,0.0,0.0,0.0,0.0,,0.5,38.88,,,0.0,,No Orders,0,Engaged Browsers
C100398,male,32.0,Port Harcourt,south south,2025-06-25,desktop,silver,True,Lower-Middle,0.0,0.0,,0.0,7,6.285714285714286,205.1428571428571,2,1,1.342857142857143,1.0,89.84,5.0,0.0,2025-10-16,,,89.84,0.0,89.84,76.0,Average,2,Dormant / At Risk
C100399,female,30.0,Jos,north central,2025-05-13,desktop,bronze,False,Low,3.0,0.0,16.666666666666668,49.9,10,5.6,250.7,4,2,1.6599999999999997,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100400,non-binary,31.0,Enugu,south east,2025-05-07,mobile,bronze,False,Upper-Middle,2.0,0.0,42.0,33.99,15,5.933333333333334,191.73333333333332,8,4,2.3266666666666667,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100401,female,26.0,Ibadan,south west,2025-07-03,desktop,bronze,True,Middle,2.0,2.0,55.0,25.08,9,5.222222222222222,300.22222222222223,7,3,2.7444444444444445,1.0,40.0,2.0,0.0,2025-07-17,1.0,12.54,40.0,0.0,40.0,167.0,Average,0,Engaged Browsers
C100402,male,36.0,Port Harcourt,south south,2024-11-20,desktop,bronze,True,Lower-Middle,5.0,1.0,32.8,74.53,8,5.125,235.625,4,2,1.7625,0.0,0.0,0.0,0.0,,0.2,74.53,,,0.0,,No Orders,0,Engaged Browsers
C100403,male,47.0,Port Harcourt,south south,2025-01-07,mobile,platinum,False,Upper-Middle,2.0,1.0,46.0,30.03,15,5.333333333333333,277.3333333333333,4,0,0.7333333333333333,3.0,88.09,5.0,0.0,2025-10-26,0.5,30.03,29.363333333333333,0.0,88.09,66.0,Champions,1,Core Buyers
C100404,male,46.0,Calabar,south south,2025-04-20,mobile,silver,False,High,1.0,0.0,50.0,7.55,5,4.8,255.6,1,1,1.2799999999999998,1.0,45.75,2.0,0.0,2025-11-21,0.0,,45.75,0.0,45.75,40.0,Average,2,Dormant / At Risk
